CaseDate,TotalApproved
2023-01-06,1
2023-01-07,2
2023-01-08,3
2023-01-09,1
2023-01-10,54
2023-01-11,14
2023-01-12,1
2023-01-13,1
2023-01-14,9
2023-01-17,2
2023-01-20,11
2023-01-21,3
2023-01-22,1
2023-01-25,4
2023-01-26,2
2023-01-28,1
2023-01-30,3
2023-02-01,4
2023-02-02,3
2023-02-03,3
2023-02-08,1
2023-02-09,2
2023-02-11,4
2023-02-12,2
2023-02-15,2
2023-02-17,2
2023-02-18,3
2023-02-21,1
2023-03-01,2
2023-03-11,1
2023-03-12,1
2023-03-20,1
2023-03-28,3
2023-04-07,1
2023-04-13,1
2023-04-17,10
2023-04-23,1
2023-05-01,1
2023-05-03,2
2023-05-15,3
2023-05-19,5
2023-06-01,1
2023-06-06,1
2023-06-17,1
2023-06-19,1
2023-06-27,1
2023-06-28,1
2023-06-29,1
2023-07-03,1
2023-07-05,2
2023-07-28,2
2023-08-25,1
2023-09-04,1
