CaseDate,TotalApproved
2023-01-09,3
2023-01-10,12
2023-01-11,1
2023-01-12,2
2023-01-13,1
2023-01-14,3
2023-01-18,1
2023-01-19,1
2023-01-20,4
2023-01-25,2
2023-01-26,1
2023-01-27,2
2023-01-30,3
2023-02-01,4
2023-02-02,1
2023-02-03,2
2023-02-07,4
2023-02-09,2
2023-02-14,4
2023-02-16,1
2023-02-21,3
2023-02-22,1
2023-02-23,4
2023-02-24,5
2023-02-25,2
2023-02-28,4
2023-03-02,2
2023-03-11,1
2023-03-24,3
2023-03-25,2
2023-03-30,3
2023-04-19,4
2023-04-21,2
2023-05-03,2
2023-05-31,2
2023-06-03,1
2023-06-12,3
2023-06-28,1
2023-08-10,1
2023-09-05,1
