CaseDate,TotalApproved
2023-01-06,2
2023-01-09,1
2023-01-10,2
2023-01-11,17
2023-01-12,10
2023-01-13,2
2023-01-15,1
2023-01-17,3
2023-01-21,2
2023-01-24,1
2023-01-25,1
2023-01-26,1
2023-01-27,1
2023-01-28,2
2023-02-01,2
2023-02-06,1
2023-02-08,1
2023-02-11,2
2023-02-14,2
2023-02-18,1
2023-02-20,3
2023-02-27,1
2023-03-22,1
2023-04-06,1
2023-04-19,1
2023-05-11,1
2023-05-18,1
2023-06-02,1
2023-07-31,1
2023-08-14,1
2023-08-18,3
2023-08-26,1
2023-09-08,1
2023-10-04,4
2023-10-18,1
2023-11-20,1
2023-12-21,1
