CaseDate,TotalApproved
2023-01-12,1
2023-01-14,2
2023-01-15,2
2023-01-16,84
2023-01-17,6
2023-01-18,5
2023-01-19,2
2023-01-20,1
2023-01-25,3
2023-01-29,1
2023-01-31,1
2023-02-04,1
2023-02-08,1
2023-02-11,1
2023-02-12,1
2023-02-16,3
2023-02-24,1
2023-03-06,1
2023-03-13,1
2023-03-15,1
2023-03-30,2
2023-04-06,1
2023-04-09,1
2023-04-18,1
2023-05-07,2
2023-06-10,1
2023-07-21,5
2023-08-02,1
2023-09-01,1
2023-10-27,2
2023-11-11,1
2023-12-31,3
2024-01-08,1
2024-01-14,1
2024-02-01,1
2024-03-05,2
2024-04-21,1
