CaseDate,TotalApproved
2023-01-11,1
2023-01-12,1
2023-01-13,4
2023-01-16,3
2023-01-17,39
2023-01-18,4
2023-01-19,1
2023-01-20,1
2023-01-21,1
2023-01-25,2
2023-01-28,5
2023-02-04,3
2023-02-06,2
2023-02-08,1
2023-02-14,1
2023-02-26,1
2023-03-01,3
2023-03-05,1
2023-03-28,1
2023-04-09,1
2023-04-11,2
2023-05-06,1
2023-05-07,1
2023-06-23,1
2023-06-28,1
2023-07-08,1
2023-07-26,1
2023-07-29,1
2023-08-09,2
2023-09-19,1
2023-10-05,3
2023-11-15,2
2023-11-20,1
2023-12-22,1
2024-01-10,1
2024-02-17,1
2024-03-15,1
2024-07-01,1
