CaseDate,TotalApproved
2023-01-06,1
2023-01-10,1
2023-01-12,8
2023-01-13,73
2023-01-14,35
2023-01-15,8
2023-01-16,5
2023-01-18,1
2023-01-21,3
2023-01-24,1
2023-01-25,1
2023-01-26,1
2023-01-27,6
2023-01-29,1
2023-01-31,2
2023-02-03,3
2023-02-07,1
2023-02-09,2
2023-02-12,2
2023-02-13,1
2023-02-17,1
2023-02-25,1
2023-02-28,1
2023-03-01,1
2023-03-06,1
2023-03-09,3
2023-03-10,4
2023-03-16,1
2023-04-04,2
2023-04-13,1
2023-04-15,1
2023-05-02,1
2023-05-11,1
2023-05-12,1
2023-06-06,1
2023-06-19,1
2023-07-05,2
2023-07-11,1
2023-08-15,1
2023-09-09,2
2023-10-17,1
2023-11-03,1
2023-11-04,1
2023-12-25,1
2024-01-21,1
2024-02-15,1
2024-03-22,1
