CaseDate,TotalApproved
2023-01-09,1
2023-01-11,2
2023-01-15,2
2023-01-16,12
2023-01-17,47
2023-01-18,4
2023-01-19,3
2023-01-21,2
2023-01-24,1
2023-01-25,1
2023-01-30,2
2023-02-04,1
2023-02-19,2
2023-02-23,1
2023-02-25,1
2023-03-04,1
2023-03-25,2
2023-04-18,1
2023-05-09,1
2023-05-11,1
2023-06-30,2
2023-07-19,1
2023-08-01,1
2023-08-02,1
2023-08-04,1
2023-08-26,1
2023-09-28,1
2023-10-01,1
2023-10-02,1
2023-10-18,2
2023-11-02,1
2023-11-27,2
2023-12-01,4
2023-12-12,1
2024-01-01,1
2024-01-17,1
2024-02-10,1
2024-03-12,1
2024-04-08,4
2024-04-13,1
2024-05-14,1
