CaseDate,TotalApproved
2023-01-08,1
2023-01-10,1
2023-01-14,10
2023-01-15,86
2023-01-16,19
2023-01-18,6
2023-01-19,2
2023-01-20,2
2023-01-21,2
2023-01-22,2
2023-01-24,1
2023-01-25,7
2023-01-26,3
2023-01-28,1
2023-01-30,1
2023-02-03,1
2023-02-07,2
2023-02-16,1
2023-02-23,1
2023-03-12,1
2023-03-16,1
2023-03-27,1
2023-04-15,1
2023-05-31,1
2023-06-19,1
2023-07-28,1
2023-08-09,2
2023-08-13,1
2023-08-21,1
2023-11-05,1
2023-12-23,1
2024-01-10,1
2024-02-28,1
2024-03-02,1
2024-03-13,3
2024-03-18,5
2024-04-10,1
