CaseDate,TotalApproved
2023-01-06,1
2023-01-07,3
2023-01-09,5
2023-01-10,17
2023-01-11,19
2023-01-12,3
2023-01-13,3
2023-01-14,1
2023-01-15,4
2023-01-16,1
2023-01-17,1
2023-01-18,2
2023-01-19,1
2023-01-20,2
2023-01-21,8
2023-01-23,6
2023-01-24,1
2023-01-26,5
2023-01-28,12
2023-01-29,1
2023-01-30,1
2023-01-31,2
2023-02-02,1
2023-02-03,3
2023-02-04,1
2023-02-08,1
2023-02-09,2
2023-02-10,4
2023-02-11,1
2023-02-13,2
2023-02-14,1
2023-02-16,1
2023-02-17,8
2023-02-18,1
2023-02-19,3
2023-02-20,3
2023-02-21,2
2023-02-22,10
2023-02-26,1
2023-02-27,4
2023-03-02,2
2023-03-04,1
2023-03-05,2
2023-03-06,1
2023-03-12,1
2023-03-14,3
2023-03-15,5
2023-03-17,3
2023-03-30,4
2023-03-31,1
2023-04-04,2
2023-04-05,1
2023-04-14,6
2023-04-15,1
2023-05-04,2
2023-05-05,1
2023-05-08,1
2023-05-17,1
2023-05-18,2
