CaseDate,TotalApproved
2023-01-08,2
2023-01-09,1
2023-01-10,37
2023-01-11,14
2023-01-12,6
2023-01-13,7
2023-01-14,2
2023-01-15,1
2023-01-16,2
2023-01-17,7
2023-01-19,1
2023-01-23,1
2023-01-24,3
2023-01-25,1
2023-01-27,6
2023-01-29,5
2023-01-30,2
2023-02-06,4
2023-02-09,2
2023-02-10,2
2023-02-12,4
2023-02-13,1
2023-02-15,1
2023-02-17,5
2023-02-22,1
2023-02-23,1
2023-02-24,5
2023-02-27,1
2023-02-28,6
2023-03-01,2
2023-03-04,3
2023-03-07,1
2023-03-16,1
2023-03-31,2
2023-04-03,1
2023-04-14,1
2023-05-25,2
2023-06-15,3
2023-06-20,8
2023-07-02,1
2023-07-07,1
2023-07-20,4
2023-08-05,2
2023-09-01,1
2023-09-20,1
