CaseDate,TotalApproved
2023-01-07,2
2023-01-14,11
2023-01-15,101
2023-01-16,1
2023-01-18,4
2023-01-20,2
2023-01-22,2
2023-01-25,6
2023-01-27,3
2023-01-28,1
2023-01-30,2
2023-02-03,2
2023-02-07,1
2023-02-11,1
2023-02-16,1
2023-02-23,2
2023-03-01,1
2023-03-07,1
2023-03-14,2
2023-03-16,2
2023-03-29,1
2023-04-02,2
2023-04-03,1
2023-04-05,1
2023-04-19,2
2023-07-07,1
2023-07-21,3
2023-07-26,1
2023-08-03,1
2023-08-07,2
2023-09-13,1
2023-09-17,1
2023-10-10,2
2023-11-23,4
2023-12-01,1
2023-12-04,1
2023-12-09,1
2024-01-02,1
2024-02-29,1
2024-03-04,2
2024-03-06,1
2024-04-10,1
2024-04-14,1
2024-04-15,1
2024-04-25,4
2024-05-02,2
