CaseDate,TotalApproved
2023-01-06,9
2023-01-07,2
2023-01-09,1
2023-01-10,6
2023-01-11,9
2023-01-12,4
2023-01-13,5
2023-01-15,3
2023-01-16,8
2023-01-17,3
2023-01-22,2
2023-01-24,4
2023-01-26,1
2023-01-27,3
2023-02-01,1
2023-02-07,1
2023-02-11,1
2023-02-20,7
2023-02-26,1
2023-02-27,2
2023-02-28,2
2023-03-09,1
2023-03-13,2
2023-03-24,2
2023-04-05,2
2023-04-19,1
2023-04-20,1
2023-04-21,1
2023-04-25,1
2023-05-01,2
2023-05-02,1
2023-05-08,3
2023-05-12,2
2023-06-01,3
2023-06-02,2
2023-06-04,1
2023-06-06,1
