CaseDate,TotalApproved
2023-01-08,2
2023-01-10,1
2023-01-14,1
2023-01-16,1
2023-01-17,32
2023-01-18,5
2023-01-19,1
2023-01-20,3
2023-01-22,1
2023-01-23,1
2023-01-25,2
2023-01-27,1
2023-02-01,2
2023-02-21,1
2023-02-26,2
2023-02-28,1
2023-03-02,1
2023-03-11,1
2023-03-19,4
2023-03-20,1
2023-04-03,1
2023-04-04,1
2023-04-12,1
2023-04-23,2
2023-05-03,2
2023-05-21,2
2023-06-01,1
2023-07-05,2
2023-07-12,1
2023-07-25,1
2023-08-07,1
2023-08-24,2
2023-08-27,1
2023-09-01,6
2023-09-10,1
2023-10-17,2
2023-11-04,1
2023-11-20,1
2023-12-08,1
2023-12-16,2
2024-01-28,1
2024-02-15,2
2024-02-27,1
2024-04-16,4
2024-04-23,2
2024-04-26,1
2024-06-05,1
2024-06-20,1
2024-07-01,1
