CaseDate,TotalApproved
2023-01-06,1
2023-01-08,1
2023-01-09,3
2023-01-10,25
2023-01-11,5
2023-01-12,2
2023-01-13,3
2023-01-14,4
2023-01-16,1
2023-01-17,1
2023-01-18,2
2023-01-19,8
2023-01-20,1
2023-01-21,4
2023-01-25,3
2023-01-27,1
2023-01-31,2
2023-02-02,3
2023-02-05,5
2023-02-12,1
2023-02-16,8
2023-02-19,6
2023-02-22,1
2023-03-15,3
2023-03-22,3
2023-04-02,8
2023-04-05,1
2023-04-08,1
2023-04-09,1
2023-04-14,1
2023-04-19,2
2023-04-23,2
2023-05-03,3
2023-05-10,1
2023-05-19,1
2023-05-26,3
2023-06-05,1
2023-06-16,2
2023-06-27,1
2023-07-15,2
2023-08-01,1
