CaseDate,TotalApproved
2023-01-11,1
2023-01-12,1
2023-01-13,19
2023-01-14,146
2023-01-15,6
2023-01-16,2
2023-01-17,4
2023-01-18,5
2023-01-21,2
2023-01-23,1
2023-01-25,2
2023-01-26,1
2023-01-29,1
2023-01-30,3
2023-02-01,1
2023-02-03,1
2023-02-09,1
2023-02-11,2
2023-02-15,1
2023-02-16,1
2023-02-24,2
2023-03-02,2
2023-03-08,1
2023-03-22,1
2023-03-30,1
2023-03-31,2
2023-04-01,2
2023-04-08,1
2023-04-17,1
2023-04-30,4
2023-05-04,2
2023-05-18,1
2023-06-06,3
2023-07-11,1
2023-07-17,1
2023-08-08,1
2023-08-17,1
2023-09-09,2
2023-10-02,1
2023-10-06,1
2023-11-29,1
2023-12-23,2
2023-01-22,1
2023-02-01,1
2023-02-02,1
2023-02-03,1
2023-03-28,1
2023-04-05,1
