CaseDate,TotalApproved
2023-01-06,4
2023-01-09,7
2023-01-10,41
2023-01-12,9
2023-01-14,7
2023-01-15,7
2023-01-18,2
2023-01-20,2
2023-01-23,3
2023-01-26,11
2023-01-27,9
2023-01-30,3
2023-02-03,2
2023-02-07,1
2023-02-09,7
2023-02-10,3
2023-02-11,3
2023-02-15,3
2023-02-16,4
2023-02-17,2
2023-02-18,1
2023-02-19,1
2023-02-20,2
2023-02-24,2
2023-02-25,2
2023-03-03,1
2023-03-07,1
2023-03-23,2
2023-03-25,4
2023-04-03,2
2023-04-16,1
2023-04-27,3
2023-05-12,1
2023-05-15,2
2023-05-17,2
2023-05-30,1
2023-06-01,1
2023-06-08,1
2023-06-13,1
2023-06-20,1
2023-06-21,1
2023-07-21,3
2023-08-30,1
2023-09-10,2
