CaseDate,TotalApproved
2023-01-06,2
2023-01-07,3
2023-01-08,1
2023-01-09,2
2023-01-10,26
2023-01-12,2
2023-01-13,3
2023-01-14,1
2023-01-16,5
2023-01-17,2
2023-01-18,8
2023-01-19,5
2023-01-20,1
2023-01-21,1
2023-01-22,5
2023-01-23,2
2023-01-25,2
2023-01-26,1
2023-01-28,4
2023-01-30,1
2023-01-31,1
2023-02-01,1
2023-02-02,1
2023-02-03,3
2023-02-07,13
2023-02-16,1
2023-02-22,4
2023-02-23,1
2023-02-28,2
2023-03-07,7
2023-03-14,3
2023-03-23,5
2023-04-19,2
2023-05-09,2
2023-06-06,1
2023-06-25,7
2023-07-02,1
