CaseDate,TotalApproved
2023-01-06,1
2023-01-07,4
2023-01-08,5
2023-01-09,9
2023-01-10,3
2023-01-12,4
2023-01-14,1
2023-01-16,1
2023-01-19,5
2023-01-20,2
2023-01-22,5
2023-01-23,2
2023-01-24,1
2023-01-26,5
2023-01-30,1
2023-02-01,2
2023-02-02,5
2023-02-06,1
2023-02-07,1
2023-02-09,1
2023-02-13,2
2023-02-16,5
2023-02-17,1
2023-02-25,1
2023-02-28,1
2023-03-04,2
2023-03-19,1
2023-03-26,4
2023-04-02,3
2023-04-18,1
2023-05-05,2
2023-05-17,1
2023-05-21,1
2023-05-22,1
2023-05-24,1
2023-06-01,1
2023-06-18,3
2023-07-03,4
