CaseDate,TotalApproved
2023-01-06,3
2023-01-07,1
2023-01-09,2
2023-01-10,1
2023-01-11,5
2023-01-12,17
2023-01-13,138
2023-01-14,11
2023-01-16,1
2023-01-17,1
2023-01-18,1
2023-01-19,5
2023-01-20,3
2023-01-21,1
2023-01-23,3
2023-01-25,2
2023-01-26,1
2023-01-28,2
2023-01-29,1
2023-01-30,1
2023-01-31,1
2023-02-01,1
2023-02-03,4
2023-02-04,1
2023-02-05,3
2023-02-06,1
2023-02-09,1
2023-02-11,1
2023-02-13,2
2023-02-16,2
2023-02-17,2
2023-02-21,1
2023-02-24,2
2023-02-28,1
2023-03-04,3
2023-03-10,2
2023-03-13,3
2023-03-24,2
2023-04-05,1
2023-04-06,2
2023-04-07,1
2023-05-06,2
2023-05-21,1
2023-06-12,2
2023-06-30,1
2023-07-18,4
2023-07-29,1
2023-08-18,2
2023-09-16,1
2023-10-03,2
2023-10-25,1
2023-10-26,1
2023-11-16,1
2023-11-30,1
2023-12-22,1
2024-01-28,1
2024-03-01,1
2024-03-27,5
