CaseDate,TotalApproved
2023-01-06,5
2023-01-08,2
2023-01-12,11
2023-01-13,119
2023-01-14,9
2023-01-15,7
2023-01-16,2
2023-01-17,1
2023-01-18,2
2023-01-20,1
2023-01-22,1
2023-01-26,6
2023-01-27,2
2023-01-28,3
2023-01-31,3
2023-02-03,3
2023-02-04,1
2023-02-05,1
2023-02-06,1
2023-02-09,1
2023-02-10,1
2023-02-11,3
2023-02-12,1
2023-02-13,1
2023-02-17,4
2023-02-18,1
2023-02-20,2
2023-02-23,2
2023-02-27,4
2023-03-05,1
2023-03-11,1
2023-03-13,2
2023-03-21,1
2023-03-29,1
2023-04-11,1
2023-04-21,1
2023-04-28,4
2023-05-03,1
2023-05-10,2
2023-06-20,1
2023-07-08,1
2023-07-25,1
2023-08-04,1
2023-09-01,1
2023-10-10,3
2023-11-04,1
2023-11-17,2
2023-12-03,1
2023-12-19,1
2023-12-28,1
2024-01-05,1
2024-02-21,1
2024-03-04,1
