CaseDate,TotalApproved
2023-01-06,2
2023-01-08,2
2023-01-10,14
2023-01-11,51
2023-01-12,7
2023-01-13,2
2023-01-14,4
2023-01-15,3
2023-01-17,2
2023-01-18,4
2023-01-19,3
2023-01-21,4
2023-01-23,3
2023-01-24,1
2023-01-25,4
2023-01-26,1
2023-01-27,6
2023-01-28,4
2023-01-29,2
2023-01-30,1
2023-01-31,1
2023-02-03,1
2023-02-04,4
2023-02-05,2
2023-02-07,1
2023-02-10,1
2023-02-11,2
2023-02-12,2
2023-02-16,4
2023-02-24,3
2023-02-26,1
2023-03-04,2
2023-03-11,5
2023-03-13,3
2023-03-19,2
2023-03-31,2
2023-04-03,1
2023-04-05,1
2023-04-08,2
2023-04-25,2
2023-04-26,3
2023-04-29,2
2023-05-05,1
2023-05-12,1
2023-06-16,2
2023-07-01,1
2023-07-09,2
2023-07-11,1
2023-07-15,1
2023-07-17,1
2023-07-26,1
2023-08-08,2
2023-08-20,1
2023-09-15,2
2023-09-18,4
2023-09-21,1
2023-10-04,2
2023-11-22,1
