CaseDate,TotalApproved
2023-01-06,4
2023-01-08,3
2023-01-09,4
2023-01-10,26
2023-01-11,14
2023-01-12,1
2023-01-13,9
2023-01-14,10
2023-01-15,9
2023-01-17,10
2023-01-19,4
2023-01-20,3
2023-01-21,6
2023-01-25,5
2023-01-26,7
2023-01-27,1
2023-01-28,2
2023-01-30,3
2023-01-31,6
2023-02-04,1
2023-02-06,2
2023-02-07,3
2023-02-08,4
2023-02-10,1
2023-02-16,5
2023-02-17,2
2023-02-20,1
2023-02-22,1
2023-03-03,3
2023-03-04,4
2023-03-08,1
2023-03-13,4
2023-03-24,2
2023-04-05,1
2023-04-10,2
2023-04-17,4
2023-04-23,1
2023-05-08,3
2023-06-21,2
2023-06-22,2
2023-07-20,1
2023-08-02,1
2023-08-12,4
