CaseDate,TotalApproved
2023-01-07,1
2023-01-10,5
2023-01-11,51
2023-01-12,6
2023-01-13,12
2023-01-14,6
2023-01-17,2
2023-01-21,1
2023-01-23,1
2023-01-24,4
2023-01-25,3
2023-01-26,2
2023-01-28,3
2023-01-30,1
2023-02-03,2
2023-02-07,1
2023-02-14,1
2023-02-15,1
2023-02-20,1
2023-02-25,5
2023-03-01,1
2023-03-03,1
2023-03-05,6
2023-03-12,1
2023-03-30,1
2023-04-03,4
2023-04-09,3
2023-05-03,4
2023-05-09,3
2023-05-11,1
2023-05-17,1
2023-06-11,1
2023-06-30,3
2023-07-06,1
2023-07-29,2
2023-08-06,4
2023-08-23,1
2023-09-09,6
2023-10-01,1
2023-10-05,1
