CaseDate,TotalApproved
2023-01-06,1
2023-01-11,19
2023-01-12,10
2023-01-13,7
2023-01-15,2
2023-01-16,1
2023-01-17,1
2023-01-19,1
2023-01-21,3
2023-01-22,2
2023-01-23,1
2023-01-25,7
2023-01-26,1
2023-01-27,2
2023-01-29,1
2023-01-30,2
2023-01-31,3
2023-02-01,9
2023-02-02,8
2023-02-03,1
2023-02-07,7
2023-02-13,1
2023-02-16,5
2023-02-17,2
2023-02-25,1
2023-03-02,1
2023-03-11,1
2023-03-25,1
2023-04-05,1
2023-04-17,1
2023-04-26,6
2023-05-06,1
2023-05-23,1
2023-06-13,2
2023-06-16,1
2023-07-03,1
2023-07-17,2
2023-07-22,7
2023-08-17,1
2023-08-21,1
2023-09-07,1
2023-09-23,2
2023-10-26,1
2023-12-07,1
2023-12-20,1
2023-12-23,3
2024-01-06,1
