CaseDate,TotalApproved
2023-01-09,1
2023-01-12,1
2023-01-13,4
2023-01-14,78
2023-01-15,5
2023-01-16,3
2023-01-17,1
2023-01-18,5
2023-01-19,1
2023-01-20,1
2023-01-23,2
2023-01-24,1
2023-01-27,1
2023-01-28,2
2023-01-29,3
2023-01-31,1
2023-02-02,1
2023-02-06,2
2023-02-11,1
2023-02-16,4
2023-02-20,2
2023-02-25,2
2023-03-01,2
2023-03-15,1
2023-03-18,1
2023-03-24,1
2023-04-09,2
2023-05-06,1
2023-06-11,2
2023-08-25,1
2023-09-28,2
2023-10-12,1
2023-10-15,1
2023-10-20,1
2023-10-21,1
2023-10-22,1
2023-10-27,4
2023-11-27,1
2024-01-11,2
2024-02-29,1
2024-03-19,1
2024-04-09,2
