CaseDate,TotalApproved
2023-01-06,8
2023-01-07,3
2023-01-08,2
2023-01-09,3
2023-01-10,1
2023-01-11,4
2023-01-12,1
2023-01-13,1
2023-01-14,1
2023-01-15,2
2023-01-16,1
2023-01-17,1
2023-01-18,3
2023-01-19,1
2023-01-20,1
2023-01-21,1
2023-01-25,1
2023-01-26,2
2023-01-27,8
2023-01-28,2
2023-01-29,11
2023-02-02,6
2023-02-03,2
2023-02-05,1
2023-02-11,2
2023-02-14,1
2023-02-27,2
2023-02-28,2
2023-03-01,3
2023-03-07,5
2023-03-08,2
2023-03-11,1
2023-03-18,1
2023-03-24,4
2023-03-27,1
2023-04-05,1
2023-04-19,1
2023-04-25,2
2023-04-27,1
2023-04-29,3
2023-05-06,1
2023-05-25,1
2023-05-28,3
2023-05-29,1
2023-06-01,2
