CaseDate,TotalApproved
2023-01-08,1
2023-01-11,2
2023-01-12,1
2023-01-13,2
2023-01-14,92
2023-01-15,8
2023-01-16,3
2023-01-17,2
2023-01-18,1
2023-01-19,2
2023-01-21,1
2023-01-23,1
2023-01-25,2
2023-01-27,1
2023-01-28,2
2023-01-30,1
2023-02-03,3
2023-02-04,3
2023-02-05,1
2023-02-09,3
2023-02-14,1
2023-02-17,1
2023-02-22,1
2023-02-26,2
2023-03-01,1
2023-03-04,1
2023-03-15,1
2023-03-24,1
2023-04-03,1
2023-04-12,1
2023-05-15,3
2023-06-01,1
2023-06-28,2
2023-07-02,1
2023-07-13,1
2023-08-03,1
2023-09-07,3
2023-10-17,1
2023-11-22,1
2023-12-04,1
2023-12-15,1
2024-01-04,2
2024-02-06,1
2024-02-26,1
2024-03-08,1
2024-04-15,1
2024-04-30,1
