CaseDate,TotalApproved
2023-01-06,3
2023-01-07,1
2023-01-08,1
2023-01-09,1
2023-01-10,16
2023-01-12,1
2023-01-14,1
2023-01-15,2
2023-01-20,1
2023-01-21,3
2023-01-23,1
2023-01-24,1
2023-01-25,2
2023-01-26,2
2023-01-27,1
2023-01-28,3
2023-01-30,1
2023-02-01,1
2023-02-02,5
2023-02-03,1
2023-02-06,1
2023-02-09,15
2023-02-10,3
2023-02-14,2
2023-02-19,1
2023-02-22,1
2023-02-23,1
2023-02-26,1
2023-03-03,2
2023-03-04,1
2023-03-15,1
2023-03-24,1
2023-04-05,2
2023-04-06,1
2023-04-07,1
2023-04-20,1
2023-05-04,2
2023-05-18,1
2023-05-25,1
2023-05-26,1
