CaseDate,TotalApproved
2023-01-06,2
2023-01-07,1
2023-01-08,2
2023-01-09,1
2023-01-10,1
2023-01-11,3
2023-01-12,8
2023-01-13,5
2023-01-14,3
2023-01-15,3
2023-01-17,2
2023-01-19,4
2023-01-23,1
2023-01-24,2
2023-01-26,2
2023-01-28,2
2023-01-30,1
2023-01-31,2
2023-02-03,1
2023-02-04,2
2023-02-07,3
2023-02-09,1
2023-02-12,6
2023-02-15,3
2023-02-16,2
2023-02-20,5
2023-02-28,1
2023-03-03,1
2023-03-18,3
2023-04-01,1
2023-04-08,4
2023-04-18,1
2023-05-03,1
2023-05-29,2
2023-06-03,6
2023-06-07,2
2023-06-14,1
2023-06-21,1
