CaseDate,TotalApproved
2023-01-06,1
2023-01-07,1
2023-01-08,2
2023-01-09,3
2023-01-10,17
2023-01-11,11
2023-01-12,4
2023-01-13,2
2023-01-14,2
2023-01-15,3
2023-01-16,4
2023-01-17,2
2023-01-18,8
2023-01-19,4
2023-01-20,2
2023-01-21,5
2023-01-22,1
2023-01-23,1
2023-01-24,2
2023-01-25,2
2023-01-26,1
2023-01-27,1
2023-01-28,9
2023-01-29,7
2023-01-30,1
2023-01-31,3
2023-02-01,1
2023-02-02,1
2023-02-03,2
2023-02-04,1
2023-02-05,1
2023-02-06,1
2023-02-08,2
2023-02-11,1
2023-02-13,1
2023-02-14,1
2023-02-15,1
2023-02-16,1
2023-02-18,4
2023-02-19,1
2023-02-20,1
2023-02-22,1
2023-02-23,1
2023-02-27,1
2023-03-01,2
2023-03-03,1
2023-03-05,4
2023-03-16,3
2023-03-21,3
2023-03-23,1
2023-03-24,1
2023-04-02,9
2023-04-04,1
2023-04-11,3
2023-04-12,1
2023-04-13,1
2023-04-16,2
2023-04-26,2
2023-05-25,3
2023-05-30,1
