CaseDate,TotalApproved
2023-01-10,1
2023-01-11,1
2023-01-13,26
2023-01-14,142
2023-01-15,6
2023-01-16,2
2023-01-17,1
2023-01-19,4
2023-01-20,3
2023-01-24,6
2023-01-25,2
2023-01-26,2
2023-01-27,1
2023-01-28,1
2023-01-30,2
2023-02-02,1
2023-02-05,2
2023-02-07,3
2023-02-10,1
2023-02-13,2
2023-02-18,1
2023-02-24,1
2023-03-04,2
2023-03-06,1
2023-03-30,1
2023-04-02,1
2023-04-14,1
2023-04-29,1
2023-05-15,4
2023-06-04,1
2023-06-05,1
2023-07-01,1
2023-08-08,1
2023-09-17,1
2023-09-30,1
2023-10-19,1
2023-11-23,1
2023-12-25,1
2024-01-15,1
2024-02-10,3
2024-03-27,1
2024-03-30,2
2024-04-03,1
