CaseDate,TotalApproved
2023-01-06,2
2023-01-09,1
2023-01-11,2
2023-01-12,13
2023-01-13,107
2023-01-14,5
2023-01-15,3
2023-01-16,1
2023-01-17,1
2023-01-18,1
2023-01-20,2
2023-01-22,2
2023-01-25,1
2023-02-01,1
2023-02-05,3
2023-02-10,1
2023-02-14,1
2023-02-19,2
2023-02-22,2
2023-02-25,2
2023-03-04,1
2023-03-29,4
2023-03-30,5
2023-04-02,1
2023-04-10,1
2023-04-21,1
2023-05-15,1
2023-05-17,2
2023-05-25,1
2023-06-05,1
2023-06-16,1
2023-06-19,1
2023-06-20,1
2023-07-10,1
2023-07-19,2
2023-08-03,1
2023-08-15,1
2023-08-17,1
2023-09-13,1
2023-09-14,1
2023-09-15,1
2023-10-24,2
2023-11-10,1
2023-12-23,1
2024-01-27,1
2024-02-29,1
2024-03-01,1
2024-04-01,1
