CaseDate,TotalApproved
2023-01-06,1
2023-01-07,2
2023-01-08,1
2023-01-09,3
2023-01-10,31
2023-01-11,22
2023-01-12,12
2023-01-13,8
2023-01-14,4
2023-01-15,5
2023-01-16,1
2023-01-17,6
2023-01-18,2
2023-01-19,5
2023-01-20,2
2023-01-21,1
2023-01-22,3
2023-01-23,5
2023-01-24,1
2023-01-25,1
2023-01-26,3
2023-01-27,12
2023-01-28,4
2023-01-29,5
2023-01-30,7
2023-01-31,6
2023-02-01,1
2023-02-02,1
2023-02-04,2
2023-02-07,2
2023-02-09,6
2023-02-11,1
2023-02-12,1
2023-02-13,2
2023-02-16,2
2023-02-17,1
2023-02-19,1
2023-02-27,5
2023-02-28,2
2023-03-04,2
2023-03-07,2
2023-03-10,2
2023-03-15,2
2023-03-18,1
2023-03-27,1
2023-04-01,2
2023-04-11,5
2023-05-03,1
2023-05-04,1
2023-05-07,1
2023-05-08,1
2023-05-09,3
2023-05-11,1
2023-05-13,1
2023-05-19,2
2023-05-25,1
2023-06-02,2
2023-06-08,1
2023-06-09,5
2023-06-10,2
2023-07-02,5
2023-07-15,3
2023-07-21,1
2023-07-24,2
2023-07-26,2
2023-08-02,1
2023-08-04,2
