CaseDate,TotalApproved
2023-01-09,1
2023-01-10,3
2023-01-11,41
2023-01-12,13
2023-01-13,2
2023-01-15,1
2023-01-17,8
2023-01-18,4
2023-01-20,5
2023-01-22,3
2023-01-24,4
2023-01-26,2
2023-01-27,2
2023-01-28,4
2023-01-29,2
2023-01-31,2
2023-02-03,3
2023-02-07,1
2023-02-08,2
2023-02-16,7
2023-02-17,2
2023-02-18,4
2023-02-24,6
2023-02-25,5
2023-02-26,2
2023-02-27,5
2023-02-28,3
2023-03-10,1
2023-03-17,1
2023-04-03,1
2023-04-14,2
2023-04-25,8
2023-05-01,1
2023-05-16,2
2023-05-17,1
2023-06-28,1
2023-06-29,4
2023-06-30,4
2023-07-17,1
2023-09-08,4
2023-09-09,1
2023-09-10,1
2023-10-02,1
