CaseDate,TotalApproved
2023-01-08,1
2023-01-10,21
2023-01-11,1
2023-01-12,2
2023-01-14,12
2023-01-16,2
2023-01-19,3
2023-01-20,1
2023-01-21,2
2023-01-23,1
2023-01-24,2
2023-01-25,1
2023-01-26,4
2023-01-27,1
2023-01-28,2
2023-01-30,6
2023-01-31,13
2023-02-02,1
2023-02-03,3
2023-02-04,1
2023-02-06,5
2023-02-07,1
2023-02-08,1
2023-02-13,2
2023-02-17,8
2023-02-18,1
2023-02-28,2
2023-03-08,1
2023-03-15,1
2023-03-18,2
2023-03-23,8
2023-03-29,1
2023-04-12,4
2023-04-19,2
2023-05-04,5
2023-05-20,1
2023-06-07,3
2023-06-08,2
2023-06-20,2
2023-07-02,3
2023-07-03,8
2023-07-07,2
2023-08-04,2
2023-08-07,1
