CaseDate,TotalApproved
2023-01-09,1
2023-01-11,1
2023-01-12,1
2023-01-13,2
2023-01-14,35
2023-01-15,9
2023-01-16,4
2023-01-17,1
2023-01-20,1
2023-01-24,1
2023-01-25,1
2023-01-26,4
2023-01-27,1
2023-01-29,1
2023-01-30,1
2023-02-03,1
2023-02-05,1
2023-02-09,1
2023-02-14,1
2023-02-15,3
2023-02-17,2
2023-02-26,3
2023-02-28,1
2023-03-06,2
2023-03-15,1
2023-03-23,1
2023-03-28,1
2023-03-29,1
2023-04-03,1
2023-05-13,1
2023-05-29,1
2023-06-11,1
2023-06-12,1
2023-07-09,2
2023-08-18,2
2023-09-01,1
2023-10-05,1
2023-10-26,1
2023-10-30,1
2023-11-08,1
2023-12-17,1
2023-12-19,1
2023-12-20,1
2024-01-04,1
2024-01-13,2
2024-01-29,1
2024-02-26,1
2024-02-29,3
2024-03-07,1
2024-04-04,1
