CaseDate,TotalApproved
2023-01-08,1
2023-01-10,5
2023-01-11,83
2023-01-12,3
2023-01-13,1
2023-01-17,5
2023-01-18,2
2023-01-19,8
2023-01-20,3
2023-01-21,4
2023-01-22,1
2023-01-23,1
2023-01-24,6
2023-01-25,4
2023-01-27,1
2023-02-02,1
2023-02-03,1
2023-02-04,5
2023-02-06,1
2023-02-07,2
2023-02-09,1
2023-02-10,8
2023-02-11,5
2023-02-12,1
2023-02-14,3
2023-02-18,1
2023-02-21,1
2023-02-23,1
2023-02-26,2
2023-03-02,1
2023-03-07,2
2023-03-09,2
2023-03-18,2
2023-04-01,1
2023-04-03,3
2023-04-04,1
2023-04-12,1
2023-04-21,1
2023-05-05,3
2023-05-16,1
2023-05-17,1
2023-05-30,1
2023-06-01,1
2023-06-02,2
2023-06-03,5
2023-06-18,2
2023-06-25,1
2023-07-03,1
2023-07-08,1
2023-07-14,5
2023-07-19,2
2023-07-20,4
2023-07-22,3
2023-07-24,9
2023-07-25,1
2023-07-28,2
2023-08-20,1
2023-08-22,1
2023-09-19,2
2023-09-20,2
2023-09-26,1
2023-10-01,1
2023-10-16,1
2023-10-23,1
2023-12-03,6
2023-12-13,7
