CaseDate,TotalApproved
2023-01-07,1
2023-01-10,3
2023-01-11,9
2023-01-12,73
2023-01-13,11
2023-01-16,2
2023-01-19,4
2023-01-22,2
2023-01-24,2
2023-01-25,26
2023-01-26,3
2023-01-31,2
2023-02-02,2
2023-02-03,1
2023-02-04,3
2023-02-06,2
2023-02-14,2
2023-02-23,5
2023-02-24,1
2023-03-07,1
2023-03-15,2
2023-03-24,1
2023-04-08,2
2023-05-12,1
2023-06-08,1
2023-07-17,1
2023-08-21,1
2023-09-29,3
2023-10-03,1
2023-10-23,1
2023-11-01,1
2023-11-15,3
2023-12-13,1
2023-01-07,6
2023-01-12,1
2023-01-23,2
2023-02-02,1
2023-02-19,1
