CaseDate,TotalApproved
2023-01-06,3
2023-01-07,1
2023-01-08,1
2023-01-09,5
2023-01-10,18
2023-01-11,12
2023-01-12,2
2023-01-13,4
2023-01-14,1
2023-01-15,3
2023-01-16,1
2023-01-17,1
2023-01-18,4
2023-01-19,6
2023-01-21,3
2023-01-23,8
2023-01-24,3
2023-01-27,1
2023-01-28,5
2023-01-29,2
2023-01-30,1
2023-01-31,2
2023-02-01,1
2023-02-02,3
2023-02-03,1
2023-02-04,4
2023-02-08,1
2023-02-10,1
2023-02-13,1
2023-02-16,3
2023-02-17,5
2023-02-18,4
2023-02-20,3
2023-02-25,2
2023-03-08,4
2023-03-17,2
2023-03-22,7
2023-04-07,2
2023-05-10,1
2023-05-23,1
2023-05-26,2
2023-05-30,1
2023-06-01,1
