CaseDate,TotalApproved
2023-01-14,3
2023-01-15,7
2023-01-16,93
2023-01-17,11
2023-01-19,4
2023-01-22,1
2023-01-30,2
2023-01-31,2
2023-02-01,1
2023-02-06,1
2023-02-09,1
2023-02-10,3
2023-02-13,2
2023-02-16,2
2023-02-17,1
2023-02-20,1
2023-02-27,1
2023-03-02,1
2023-03-03,1
2023-03-25,2
2023-04-07,1
2023-04-11,2
2023-04-19,2
2023-05-10,1
2023-06-01,1
2023-06-23,1
2023-07-01,1
2023-07-03,1
2023-08-28,2
2023-09-21,3
2023-10-10,1
2023-11-07,1
2023-11-28,1
2024-01-04,1
2024-02-02,1
2024-02-09,2
2024-04-16,1
