CaseDate,TotalApproved
2023-01-09,1
2023-01-11,1
2023-01-13,2
2023-01-14,8
2023-01-15,67
2023-01-16,6
2023-01-17,2
2023-01-20,1
2023-01-21,2
2023-01-22,1
2023-01-23,2
2023-01-24,1
2023-01-27,3
2023-01-29,1
2023-01-31,1
2023-02-02,1
2023-02-03,4
2023-02-05,1
2023-02-16,2
2023-02-27,1
2023-03-03,1
2023-03-12,1
2023-03-18,1
2023-04-29,1
2023-05-24,1
2023-06-30,1
2023-07-01,1
2023-08-02,1
2023-09-11,1
2023-09-16,1
2023-10-26,1
2023-11-21,1
2023-12-01,2
2024-01-06,1
2024-01-09,1
2024-02-18,1
2024-03-22,1
2024-04-03,1
