CaseDate,TotalApproved
2023-01-07,1
2023-01-08,1
2023-01-09,2
2023-01-11,1
2023-01-12,3
2023-01-13,6
2023-01-14,97
2023-01-15,18
2023-01-16,6
2023-01-17,4
2023-01-20,3
2023-01-25,2
2023-01-26,1
2023-01-28,1
2023-02-01,2
2023-02-03,1
2023-02-04,2
2023-02-05,1
2023-02-07,2
2023-02-11,2
2023-02-14,1
2023-02-18,3
2023-02-22,2
2023-02-27,1
2023-03-03,1
2023-03-08,1
2023-03-13,2
2023-03-25,1
2023-04-04,1
2023-04-13,2
2023-04-22,2
2023-04-27,1
2023-04-28,1
2023-05-06,2
2023-05-07,1
2023-05-10,2
2023-06-03,2
2023-06-13,3
2023-07-01,1
2023-07-11,1
2023-07-29,1
2023-08-30,3
2023-09-03,1
2023-10-12,2
2023-11-11,3
2023-11-14,1
2023-11-27,1
2023-12-02,1
2023-01-17,2
2023-02-19,1
2023-03-05,1
2023-04-08,1
