CaseDate,TotalApproved
2023-01-07,1
2023-01-08,1
2023-01-09,1
2023-01-10,10
2023-01-11,22
2023-01-12,7
2023-01-13,7
2023-01-14,4
2023-01-15,8
2023-01-16,3
2023-01-17,9
2023-01-19,2
2023-01-23,7
2023-01-24,1
2023-01-25,6
2023-01-26,1
2023-01-28,10
2023-01-29,4
2023-01-31,10
2023-02-02,3
2023-02-03,7
2023-02-04,2
2023-02-05,1
2023-02-07,3
2023-02-08,1
2023-02-11,6
2023-02-12,2
2023-02-13,4
2023-02-14,1
2023-02-15,1
2023-02-16,5
2023-02-17,2
2023-02-18,3
2023-02-24,3
2023-03-02,2
2023-03-03,4
2023-03-08,2
2023-03-14,1
2023-03-16,4
2023-03-25,2
2023-03-28,3
2023-04-02,3
2023-04-22,1
2023-04-24,1
2023-06-07,1
2023-06-08,4
2023-06-23,2
2023-07-26,1
2023-07-29,1
2023-08-05,1
2023-08-07,4
2023-08-08,7
2023-08-09,1
2023-09-01,4
2023-09-02,3
2023-09-25,2
2023-10-01,1
2023-10-16,1
2024-01-01,1
