CaseDate,TotalApproved
2023-01-06,5
2023-01-07,1
2023-01-09,13
2023-01-10,39
2023-01-11,10
2023-01-12,5
2023-01-13,1
2023-01-14,4
2023-01-16,1
2023-01-18,2
2023-01-19,4
2023-01-20,2
2023-01-21,2
2023-01-22,2
2023-01-24,1
2023-01-25,4
2023-01-26,7
2023-01-27,1
2023-01-28,10
2023-01-29,1
2023-01-30,1
2023-01-31,1
2023-02-02,1
2023-02-04,3
2023-02-11,1
2023-02-13,1
2023-02-14,1
2023-02-17,1
2023-02-18,1
2023-02-19,3
2023-02-21,1
2023-02-26,2
2023-02-28,1
2023-03-03,2
2023-03-04,1
2023-03-07,1
2023-03-09,1
2023-03-15,2
2023-03-18,1
2023-03-23,2
2023-03-24,1
2023-03-26,1
2023-03-31,2
2023-04-06,1
2023-04-14,1
2023-04-20,2
2023-04-26,3
2023-04-30,1
2023-05-02,1
