CaseDate,TotalApproved
2023-01-06,4
2023-01-08,3
2023-01-10,52
2023-01-11,11
2023-01-12,5
2023-01-13,6
2023-01-14,3
2023-01-15,2
2023-01-16,15
2023-01-17,2
2023-01-18,2
2023-01-20,13
2023-01-21,2
2023-01-22,5
2023-01-23,1
2023-01-24,1
2023-01-26,1
2023-01-27,1
2023-01-28,3
2023-01-31,2
2023-02-01,6
2023-02-02,11
2023-02-03,8
2023-02-08,2
2023-02-11,1
2023-02-15,1
2023-02-17,3
2023-02-19,1
2023-02-21,1
2023-02-24,2
2023-02-25,3
2023-02-26,4
2023-03-01,1
2023-03-03,3
2023-03-18,3
2023-03-19,8
2023-03-25,1
2023-03-27,11
2023-04-29,2
2023-05-18,8
2023-05-27,1
2023-06-01,4
2023-06-11,3
2023-06-12,4
2023-06-27,1
2023-07-21,1
