CaseDate,TotalApproved
2023-01-07,3
2023-01-08,4
2023-01-09,2
2023-01-10,9
2023-01-11,20
2023-01-12,11
2023-01-13,6
2023-01-15,2
2023-01-17,9
2023-01-19,4
2023-01-23,2
2023-01-25,2
2023-01-29,3
2023-01-30,1
2023-02-01,2
2023-02-07,1
2023-02-16,2
2023-02-22,1
2023-02-23,3
2023-03-05,2
2023-03-06,2
2023-03-17,2
2023-04-22,1
2023-04-28,1
2023-04-29,1
2023-05-12,1
2023-05-18,2
2023-05-20,2
2023-06-10,1
2023-06-15,1
2023-06-19,8
2023-06-20,2
2023-07-02,1
2023-07-12,6
2023-07-30,1
2023-08-17,2
2023-10-04,1
2023-11-09,1
