CaseDate,TotalApproved
2023-01-06,1
2023-01-09,3
2023-01-10,10
2023-01-12,3
2023-01-13,4
2023-01-14,1
2023-01-15,2
2023-01-16,1
2023-01-17,6
2023-01-19,4
2023-01-21,1
2023-01-22,2
2023-01-25,2
2023-01-26,5
2023-01-27,6
2023-01-28,11
2023-01-29,2
2023-01-30,2
2023-02-01,3
2023-02-03,1
2023-02-06,1
2023-02-10,4
2023-02-12,1
2023-02-13,8
2023-02-17,1
2023-02-19,2
2023-02-20,1
2023-02-23,3
2023-02-27,1
2023-03-01,1
2023-03-06,3
2023-03-19,2
2023-03-22,1
2023-03-30,6
2023-04-17,1
2023-05-01,3
2023-05-03,3
2023-05-05,6
2023-05-30,1
2023-06-09,1
2023-06-14,6
2023-06-15,5
2023-06-16,3
2023-06-27,1
2023-07-10,1
2023-07-23,1
2023-08-14,1
2023-08-18,1
