CaseDate,TotalApproved
2023-01-06,1
2023-01-07,1
2023-01-08,1
2023-01-09,2
2023-01-10,4
2023-01-11,27
2023-01-12,3
2023-01-13,2
2023-01-14,1
2023-01-16,1
2023-01-18,3
2023-01-19,3
2023-01-22,1
2023-01-24,1
2023-01-25,1
2023-01-26,2
2023-01-31,1
2023-02-02,2
2023-02-12,1
2023-02-15,2
2023-02-17,4
2023-02-18,2
2023-02-20,4
2023-02-22,3
2023-02-28,1
2023-03-08,1
2023-03-22,2
2023-04-11,1
2023-04-15,4
2023-04-22,1
2023-05-08,3
2023-05-24,1
2023-05-30,1
2023-06-01,1
2023-06-20,1
2023-07-07,2
2023-07-11,1
2023-08-06,2
2023-09-18,1
2023-10-06,1
2023-10-20,1
2023-11-02,1
