CaseDate,TotalApproved
2023-01-11,12
2023-01-12,76
2023-01-13,2
2023-01-14,2
2023-01-15,2
2023-01-16,1
2023-01-19,2
2023-01-23,2
2023-01-24,4
2023-01-26,2
2023-01-29,2
2023-01-31,3
2023-02-11,1
2023-02-14,1
2023-02-16,3
2023-02-17,2
2023-02-21,1
2023-02-27,1
2023-03-04,1
2023-03-05,2
2023-03-14,2
2023-03-20,1
2023-04-13,1
2023-04-14,2
2023-05-10,1
2023-05-22,1
2023-06-02,2
2023-06-03,1
2023-07-26,2
2023-07-28,2
2023-08-09,1
2023-08-17,1
2023-08-27,1
2023-09-22,2
2023-10-09,1
2023-10-11,1
2023-11-01,1
2023-11-13,1
2023-11-29,2
