CaseDate,TotalApproved
2023-01-06,3
2023-01-07,2
2023-01-08,2
2023-01-10,10
2023-01-11,56
2023-01-12,10
2023-01-13,2
2023-01-14,7
2023-01-15,4
2023-01-16,1
2023-01-17,3
2023-01-18,2
2023-01-19,1
2023-01-20,5
2023-01-21,1
2023-01-22,5
2023-01-23,2
2023-01-25,6
2023-01-27,4
2023-01-30,1
2023-02-03,2
2023-02-04,2
2023-02-05,3
2023-02-09,1
2023-02-14,6
2023-02-18,1
2023-02-19,1
2023-02-21,2
2023-02-22,1
2023-02-24,1
2023-02-26,1
2023-02-28,4
2023-03-02,1
2023-03-03,2
2023-03-06,1
2023-03-16,2
2023-03-27,1
2023-03-30,4
2023-04-09,1
2023-04-12,3
2023-04-21,2
2023-04-29,1
2023-04-30,1
2023-05-01,1
2023-05-09,2
2023-05-20,2
2023-06-04,1
2023-06-14,1
2023-07-05,2
2023-07-15,1
2023-07-17,1
2023-07-19,3
2023-07-20,2
2023-08-22,2
2023-09-09,1
2023-09-15,1
2023-09-25,1
2023-09-29,1
2023-10-16,5
2023-10-21,1
2023-11-07,2
2023-11-11,1
2023-11-26,2
