CaseDate,TotalApproved
2023-01-08,1
2023-01-09,2
2023-01-10,29
2023-01-11,21
2023-01-12,6
2023-01-13,10
2023-01-14,5
2023-01-18,1
2023-01-22,6
2023-01-23,3
2023-01-25,4
2023-01-26,8
2023-01-27,2
2023-01-28,4
2023-01-29,3
2023-01-30,1
2023-01-31,4
2023-02-01,1
2023-02-02,10
2023-02-05,2
2023-02-09,1
2023-02-12,3
2023-02-14,2
2023-02-17,3
2023-02-18,5
2023-02-21,2
2023-02-23,1
2023-02-24,1
2023-02-25,4
2023-02-27,1
2023-02-28,1
2023-03-01,4
2023-03-06,2
2023-03-19,1
2023-03-30,1
2023-04-01,1
2023-04-09,2
2023-04-10,2
2023-04-15,3
2023-04-22,1
2023-05-01,1
2023-05-09,1
2023-05-10,1
2023-05-15,1
2023-05-17,1
2023-05-19,3
2023-05-20,5
2023-05-21,4
2023-05-22,1
