CaseDate,TotalApproved
2023-01-06,1
2023-01-07,1
2023-01-10,2
2023-01-11,3
2023-01-12,123
2023-01-13,9
2023-01-14,5
2023-01-15,5
2023-01-17,1
2023-01-18,1
2023-01-19,1
2023-01-20,1
2023-01-21,3
2023-01-22,2
2023-01-24,1
2023-01-25,3
2023-01-26,3
2023-01-31,2
2023-02-01,1
2023-02-11,3
2023-02-12,1
2023-02-18,1
2023-02-20,3
2023-02-23,2
2023-02-25,4
2023-03-16,2
2023-03-17,1
2023-03-19,1
2023-03-20,1
2023-04-06,2
2023-05-10,1
2023-06-16,1
2023-06-27,3
2023-07-29,1
2023-09-01,2
2023-09-02,2
2023-11-15,1
2023-12-07,1
2023-12-17,2
2023-12-20,1
