CaseDate,TotalApproved
2023-01-08,1
2023-01-09,1
2023-01-10,58
2023-01-11,2
2023-01-12,4
2023-01-13,2
2023-01-14,2
2023-01-15,1
2023-01-16,6
2023-01-18,3
2023-01-19,1
2023-01-20,1
2023-01-22,2
2023-01-23,2
2023-01-25,9
2023-01-26,4
2023-01-27,1
2023-01-29,2
2023-01-30,6
2023-01-31,1
2023-02-03,1
2023-02-04,1
2023-02-09,2
2023-02-14,1
2023-02-20,2
2023-02-26,1
2023-02-28,2
2023-03-02,6
2023-03-03,4
2023-03-04,4
2023-03-10,1
2023-03-28,1
2023-04-04,1
2023-04-15,1
2023-04-21,1
2023-05-01,1
2023-05-05,1
