CaseDate,TotalApproved
2023-01-09,1
2023-01-12,1
2023-01-15,3
2023-01-16,74
2023-01-17,10
2023-01-18,4
2023-01-20,1
2023-01-22,1
2023-01-25,3
2023-01-26,2
2023-01-27,2
2023-02-03,1
2023-02-04,3
2023-02-12,1
2023-02-14,2
2023-02-19,1
2023-02-26,2
2023-03-04,1
2023-03-09,1
2023-03-17,2
2023-04-01,1
2023-04-08,1
2023-05-07,2
2023-05-20,1
2023-06-02,1
2023-06-08,1
2023-07-23,2
2023-08-07,1
2023-08-16,2
2023-09-20,1
2023-09-30,1
2023-10-01,1
2023-11-09,1
2023-12-18,1
2023-12-20,2
2024-01-04,1
2024-01-07,2
2024-02-27,3
2024-03-12,1
2024-06-01,1
