CaseDate,TotalApproved
2023-01-06,6
2023-01-07,1
2023-01-08,2
2023-01-10,14
2023-01-11,11
2023-01-13,3
2023-01-14,1
2023-01-15,7
2023-01-16,3
2023-01-17,4
2023-01-19,2
2023-01-20,1
2023-01-22,1
2023-01-23,4
2023-01-25,2
2023-01-26,4
2023-02-01,1
2023-02-02,4
2023-02-05,1
2023-02-07,3
2023-02-08,2
2023-02-09,2
2023-02-12,3
2023-02-15,1
2023-02-19,2
2023-02-24,5
2023-03-01,1
2023-03-05,4
2023-03-09,1
2023-03-13,2
2023-03-18,1
2023-03-19,2
2023-03-28,4
2023-04-01,2
2023-04-04,3
2023-04-11,3
2023-04-14,2
2023-04-23,2
2023-05-20,3
2023-06-07,3
2023-06-14,1
2023-06-26,1
2023-07-31,1
