CaseDate,TotalApproved
2023-01-06,6
2023-01-07,3
2023-01-08,2
2023-01-09,1
2023-01-10,28
2023-01-11,21
2023-01-12,4
2023-01-13,1
2023-01-14,3
2023-01-15,1
2023-01-16,2
2023-01-17,3
2023-01-18,4
2023-01-19,1
2023-01-20,5
2023-01-21,1
2023-01-22,2
2023-01-23,4
2023-01-24,1
2023-01-25,1
2023-01-26,2
2023-01-29,1
2023-01-31,1
2023-02-01,5
2023-02-02,1
2023-02-05,5
2023-02-07,1
2023-02-08,1
2023-02-10,3
2023-02-11,1
2023-02-12,5
2023-02-15,3
2023-02-20,2
2023-02-23,4
2023-02-25,8
2023-03-01,3
2023-03-07,1
2023-03-15,1
2023-03-29,1
2023-04-04,1
2023-04-06,2
2023-04-12,2
2023-04-13,1
2023-04-29,1
2023-05-01,2
2023-05-15,3
2023-05-29,2
2023-06-03,2
2023-06-06,8
2023-06-15,1
2023-06-26,2
2023-07-03,3
2023-07-05,1
2023-07-07,5
