CaseDate,TotalApproved
2023-01-07,1
2023-01-09,2
2023-01-10,5
2023-01-11,102
2023-01-12,36
2023-01-13,12
2023-01-14,2
2023-01-15,1
2023-01-16,5
2023-01-18,2
2023-01-19,7
2023-01-22,1
2023-01-23,2
2023-01-24,1
2023-01-25,6
2023-01-28,1
2023-01-29,1
2023-02-02,1
2023-02-05,1
2023-02-07,6
2023-02-09,4
2023-02-13,3
2023-02-17,2
2023-02-23,1
2023-02-24,3
2023-02-27,3
2023-02-28,2
2023-03-02,1
2023-03-09,1
2023-03-20,1
2023-04-10,2
2023-04-17,2
2023-05-09,1
2023-05-21,1
2023-06-29,1
2023-07-14,1
2023-08-10,2
2023-09-11,1
2023-10-08,1
2023-10-31,1
2023-11-01,1
2023-12-20,4
2023-12-31,1
2024-01-24,4
2024-01-25,2
2024-02-04,1
