CaseDate,TotalApproved
2023-01-06,2
2023-01-08,1
2023-01-09,2
2023-01-10,27
2023-01-11,2
2023-01-12,4
2023-01-13,2
2023-01-14,11
2023-01-15,1
2023-01-17,2
2023-01-18,7
2023-01-22,2
2023-01-23,1
2023-01-25,3
2023-01-26,1
2023-01-27,3
2023-01-29,1
2023-01-31,4
2023-02-02,2
2023-02-03,1
2023-02-06,5
2023-02-09,1
2023-02-13,2
2023-02-15,5
2023-02-17,1
2023-02-18,10
2023-02-21,2
2023-02-26,3
2023-02-27,1
2023-02-28,2
2023-03-04,6
2023-03-07,1
2023-03-19,1
2023-03-25,1
2023-03-28,2
2023-04-03,7
2023-04-15,1
2023-04-23,2
2023-05-01,1
2023-05-03,7
2023-06-07,2
2023-06-08,6
2023-06-09,1
2023-06-22,3
2023-07-02,2
2023-07-08,1
2023-07-21,4
2023-08-03,1
2023-08-04,3
