CaseDate,TotalApproved
2023-01-06,2
2023-01-08,3
2023-01-10,6
2023-01-11,3
2023-01-12,1
2023-01-13,2
2023-01-15,3
2023-01-16,1
2023-01-17,2
2023-01-18,6
2023-01-22,1
2023-01-23,1
2023-01-24,1
2023-01-26,2
2023-01-28,1
2023-02-03,1
2023-02-04,2
2023-02-05,1
2023-02-08,1
2023-02-12,8
2023-02-13,4
2023-02-14,4
2023-02-15,5
2023-02-19,4
2023-02-21,2
2023-03-04,2
2023-03-05,1
2023-03-06,1
2023-03-07,2
2023-03-22,1
2023-03-27,1
2023-04-21,1
2023-04-26,1
2023-04-29,1
2023-05-04,1
2023-05-11,1
2023-05-12,2
2023-05-29,1
2023-06-12,1
