CaseDate,TotalApproved
2023-01-06,3
2023-01-08,2
2023-01-09,2
2023-01-10,8
2023-01-11,28
2023-01-12,11
2023-01-13,5
2023-01-14,4
2023-01-16,4
2023-01-17,2
2023-01-18,3
2023-01-19,8
2023-01-20,6
2023-01-23,11
2023-01-24,1
2023-01-26,4
2023-01-27,6
2023-01-28,3
2023-01-30,2
2023-01-31,2
2023-02-02,3
2023-02-03,2
2023-02-04,2
2023-02-09,1
2023-02-10,10
2023-02-11,1
2023-02-13,1
2023-02-15,5
2023-02-16,12
2023-02-19,2
2023-02-20,3
2023-02-22,2
2023-02-27,3
2023-02-28,1
2023-03-08,2
2023-03-11,3
2023-03-24,1
2023-03-27,1
2023-03-29,1
2023-03-31,1
2023-04-03,2
2023-04-10,2
2023-04-15,3
2023-04-19,1
2023-04-22,2
2023-04-24,1
2023-04-29,6
2023-05-09,1
2023-05-23,3
2023-06-03,2
2023-07-29,3
2023-08-03,1
2023-08-04,1
2023-08-09,2
2023-08-11,1
2023-08-13,3
2023-08-15,1
2023-08-23,3
2023-09-01,2
2023-10-06,4
2023-11-02,2
2023-11-03,1
2023-11-29,3
2023-12-03,1
