CaseDate,TotalApproved
2023-01-06,1
2023-01-09,3
2023-01-10,6
2023-01-11,2
2023-01-12,3
2023-01-13,2
2023-01-14,2
2023-01-15,1
2023-01-16,2
2023-01-17,13
2023-01-18,4
2023-01-19,3
2023-01-21,2
2023-01-24,4
2023-01-25,6
2023-01-26,1
2023-01-28,2
2023-01-31,1
2023-02-03,4
2023-02-07,4
2023-02-12,2
2023-02-16,2
2023-02-18,1
2023-02-19,1
2023-02-21,1
2023-02-22,2
2023-02-27,1
2023-02-28,2
2023-03-04,3
2023-03-23,1
2023-03-25,2
2023-04-18,1
2023-04-21,1
2023-04-27,2
2023-05-12,2
2023-05-28,3
2023-06-02,1
2023-06-03,5
2023-06-09,1
2023-06-14,1
