CaseDate,TotalApproved
2023-01-10,2
2023-01-11,2
2023-01-12,68
2023-01-13,4
2023-01-15,3
2023-01-16,2
2023-01-17,1
2023-01-20,1
2023-01-23,2
2023-01-25,4
2023-01-26,2
2023-02-01,3
2023-02-04,2
2023-02-08,4
2023-02-09,3
2023-02-11,4
2023-02-12,2
2023-02-15,1
2023-02-16,2
2023-02-20,3
2023-02-22,1
2023-02-27,1
2023-02-28,1
2023-03-01,1
2023-03-10,2
2023-03-24,1
2023-04-18,2
2023-04-25,1
2023-05-13,2
2023-05-27,1
2023-06-09,1
2023-06-30,1
2023-07-01,1
2023-07-19,2
2023-08-18,2
2023-09-10,1
2023-09-17,1
2023-09-28,1
2023-10-10,1
2023-10-14,2
2023-10-24,1
2023-11-16,1
2023-12-05,1
