CaseDate,TotalApproved
2023-01-07,3
2023-01-08,4
2023-01-09,1
2023-01-10,2
2023-01-11,39
2023-01-12,97
2023-01-13,3
2023-01-14,4
2023-01-15,5
2023-01-16,6
2023-01-17,2
2023-01-18,3
2023-01-20,2
2023-01-21,1
2023-01-24,1
2023-01-25,8
2023-01-27,3
2023-01-28,1
2023-01-29,2
2023-01-30,2
2023-02-01,1
2023-02-02,4
2023-02-03,1
2023-02-04,2
2023-02-12,1
2023-02-18,3
2023-02-21,1
2023-03-04,2
2023-03-08,4
2023-03-17,4
2023-03-23,2
2023-03-26,1
2023-04-26,3
2023-05-01,1
2023-05-17,1
2023-05-25,2
2023-06-07,2
2023-06-26,2
2023-07-08,3
2023-07-15,1
2023-08-01,1
2023-08-09,1
2023-09-27,3
2023-10-30,2
2023-11-13,1
2024-01-01,1
2024-01-02,1
2024-01-04,2
