CaseDate,TotalApproved
2023-01-06,6
2023-01-07,1
2023-01-08,4
2023-01-09,3
2023-01-10,8
2023-01-11,4
2023-01-12,6
2023-01-13,3
2023-01-14,6
2023-01-15,1
2023-01-16,5
2023-01-17,4
2023-01-18,1
2023-01-19,4
2023-01-20,1
2023-01-21,1
2023-01-22,1
2023-01-23,3
2023-01-24,1
2023-01-25,1
2023-01-26,3
2023-01-27,1
2023-01-28,4
2023-01-31,1
2023-02-01,4
2023-02-06,3
2023-02-11,7
2023-02-12,5
2023-02-19,3
2023-02-22,2
2023-02-28,7
2023-03-01,3
2023-03-06,3
2023-03-09,1
2023-03-14,2
2023-03-23,4
2023-04-01,4
2023-04-20,2
2023-04-29,2
2023-04-30,3
2023-05-23,2
2023-05-28,1
2023-06-03,2
2023-06-09,1
2023-06-12,1
